# Chromatin Architecture Emerges during Zygotic Genome Activation Independent of Transcription
# Clemens B Hug, Alexis G Grimaldi, Kai Kruse, Juan M Vaquerizas
# http://dx.doi.org/10.1016/j.cell.2017.03.024
#
# List of consensus boundary calls for Drosophila melanogaster embryos at nuclear cycle 12, 13, 14 and at 3-4hpf
# NA denotes boundaries not called or called with a score <0.5 at this stage
#
chrom	start	end	c12	c13	c14	3-4h
2L	5975000	5980000	0.554550930599	0.859132384637	1.2400004235	1.38205244296
2L	6052500	6057500	NA	NA	0.543926014914	0.57998430673
2L	6165000	6170000	NA	NA	NA	1.10595776208
2L	6255000	6260000	NA	NA	NA	0.695704907487
2L	6335000	6340000	NA	NA	NA	1.70257497394
2L	6365000	6370000	1.33858629829	1.80175124503	1.96835756435	NA
2L	6480000	6485000	0.61891256655	0.698970637582	NA	1.01389180703
2L	6555000	6560000	NA	NA	NA	0.872184071308
2L	6620000	6625000	NA	0.589153100087	0.915258388243	0.68721313494
2L	6715000	6720000	NA	0.532385768668	0.808313524188	NA
2L	6795000	6800000	NA	NA	NA	0.719356935261
2L	6835000	6840000	NA	NA	NA	0.700408394199
2L	6915000	6920000	NA	0.899200629724	1.5050781895	2.16557744396
2L	7045000	7050000	0.696772073887	1.19200962505	1.85014562703	2.55889252435
2L	7210000	7215000	NA	0.707190648295	1.21045992947	1.5840222452
2L	7292500	7297500	NA	0.742133587672	NA	1.09443267069
2L	7405000	7410000	0.506802304222	0.608405201479	0.995169778315	1.54742383676
2L	7517500	7522500	NA	NA	1.17184933396	2.06450021954
2L	7640000	7645000	NA	NA	0.87373565203	1.303424904
2L	7805000	7810000	NA	NA	NA	1.50080314953
2L	7880000	7885000	NA	NA	0.74555143313	1.00131435876
2L	7970000	7975000	NA	0.827711070327	0.563808846528	NA
2L	8020000	8025000	NA	NA	NA	0.898179644346
2L	8075000	8080000	NA	NA	NA	0.683780905741
2L	8145000	8150000	NA	NA	0.776583424302	0.535444588213
2L	8295000	8300000	NA	0.603209343143	1.01225861364	1.16702836677
2L	8400000	8405000	NA	0.812684627497	1.30097897869	1.18944221041
2L	8525000	8530000	0.529575101129	0.815627224606	1.36616323836	1.48754068492
2L	8680000	8685000	NA	NA	0.66780325775	0.770463178576
2L	8735000	8740000	NA	NA	NA	0.619439235219
2L	8805000	8810000	NA	NA	NA	0.83195539919
2L	8885000	8890000	NA	NA	NA	1.22175843444
2L	8952500	8957500	NA	NA	0.532301632773	0.927219084837
2L	9120000	9125000	NA	NA	0.70030132818	1.75519613522
2L	9250000	9255000	NA	NA	0.91665549361	1.63123841309
2L	9330000	9335000	NA	NA	0.60581526816	0.656234748426
2L	9435000	9440000	NA	NA	0.685099272668	0.871702214288
2L	9610000	9615000	NA	NA	0.822997936458	1.30700270688
2L	9705000	9710000	NA	0.901736054318	1.74028106719	1.64772031497
2L	9890000	9895000	0.68088746612	0.874423439415	1.40048713498	2.21928559078
2L	9990000	9995000	NA	NA	NA	1.38237068817
2L	10205000	10210000	NA	NA	0.507869522683	1.73177512752
2L	10415000	10420000	NA	0.599389684368	0.684422388463	1.14669000755
2L	10495000	10500000	NA	NA	0.587459643826	1.00463196631
2L	10640000	10645000	NA	NA	NA	0.679016366667
2L	10725000	10730000	NA	0.529119451304	1.08010296204	1.05347905798
2L	10842500	10847500	0.598111123101	1.02305735857	1.62935046896	1.14941627626
2L	10985000	10990000	NA	NA	0.804740861419	1.89373932835
2L	11072500	11077500	NA	0.614841372672	0.630026869734	NA
2L	11130000	11135000	NA	NA	NA	1.28664137722
2L	11270000	11275000	NA	NA	0.714175304132	1.46388765223
2L	11505000	11510000	0.569509830828	NA	0.53642464897	1.48581944305
2L	11795000	11800000	0.59669637977	0.945811634474	1.20749687709	1.17296544731
2L	11960000	11965000	NA	NA	1.07646656285	NA
2L	11975000	11980000	NA	0.686690300821	NA	1.10843336952
2L	12095000	12100000	NA	0.773109834802	1.28822414998	1.87870450671
2L	12430000	12435000	NA	0.758447162037	1.63562561835	2.25476013612
2L	12530000	12535000	NA	NA	NA	1.16628704172
2L	12595000	12600000	NA	NA	NA	0.894486536825
2L	12695000	12700000	NA	0.695242093461	1.04875528009	1.96182705204
2L	12887500	12892500	NA	NA	0.50023412026	0.530785315568
2L	13020000	13025000	NA	0.714152555967	0.911012792871	0.877254176289
2L	13160000	13165000	NA	0.643281971511	1.10922761325	1.43197795474
2L	13230000	13235000	0.882091201991	0.86924588198	0.669476892601	NA
2L	13370000	13375000	NA	0.60034211108	1.01616752704	1.48113090223
2L	13492500	13497500	0.503558243905	0.738022344321	0.875796935101	0.545548539375
2L	13772500	13777500	NA	NA	0.541626488608	0.982570310106
2L	13825000	13830000	NA	NA	NA	1.23112256895
2L	13905000	13910000	0.601736232874	1.12386420343	1.63973123559	1.80354262366
2L	14080000	14085000	NA	0.696620811266	0.561015040285	0.601307886743
2L	14165000	14170000	NA	NA	NA	0.597381056698
2L	14247500	14252500	NA	NA	0.681998140455	1.12370882536
2L	14355000	14360000	NA	0.508941535527	1.21646559817	1.7582277545
2L	14495000	14500000	NA	0.875064869864	0.838944084323	0.845014074573
2L	14585000	14590000	NA	0.590229204676	0.953030975659	1.69440739861
2L	14705000	14710000	NA	NA	0.612788558454	1.32016996839
2L	15060000	15065000	NA	NA	NA	0.739063299395
2L	15252500	15257500	NA	NA	0.959022035187	1.36387483942
2L	15487500	15492500	0.990827173195	1.19826140991	1.81691518172	2.16430703268
2L	16325000	16330000	NA	NA	0.752866586228	NA
2L	16490000	16495000	NA	0.84584732566	1.54391170689	2.4417744713
2L	16730000	16735000	NA	0.526642171417	0.869031608335	1.58903363105
2L	16835000	16840000	NA	NA	NA	0.829433439216
2L	16930000	16935000	NA	NA	NA	0.587888307423
2L	17185000	17190000	NA	NA	NA	0.616675223079
2L	17370000	17375000	NA	NA	0.944260086802	1.09959982798
2L	17500000	17505000	NA	NA	0.566625945516	0.656140665553
2L	17615000	17620000	NA	NA	NA	0.59273127069
2L	17710000	17715000	NA	NA	0.543676143775	1.05708993712
2L	17785000	17790000	NA	NA	NA	0.702736598183
2L	18145000	18150000	0.671241291843	1.19732674553	1.46107319587	1.15295754154
2L	18285000	18290000	NA	NA	0.999319358694	1.75035807183
2L	18375000	18380000	NA	NA	NA	0.605344202833
2L	18445000	18450000	NA	0.686231883568	1.01122827724	1.25070097423
2L	18590000	18595000	1.00366766569	1.30295425832	1.74467740049	2.10003091657
2L	18695000	18700000	NA	0.811212364404	1.30705263728	2.42369753454
2L	18847500	18852500	0.595032522718	0.814698617051	1.11715552779	1.67930133515
2L	18945000	18950000	NA	0.527109185933	0.972385373945	1.92824501999
2L	19045000	19050000	NA	0.536972805702	0.943146706604	0.769014779807
2L	19130000	19135000	NA	NA	NA	1.02457110676
2L	19170000	19175000	NA	0.50836579449	1.11893417613	1.40431089458
2L	19310000	19315000	0.714440842129	0.541980795591	0.849789971474	NA
2L	19435000	19440000	NA	0.750304545629	1.30628123589	1.47151671505
2L	19570000	19575000	0.572728688456	1.14109762983	2.06085088577	2.53614370481
2L	19805000	19810000	0.942242378711	1.88353971257	2.31196953695	2.967111262
2L	19930000	19935000	NA	0.750000824774	0.890360483543	0.983483580626
2L	20065000	20070000	0.600360601913	0.898422248621	1.27849067694	1.85728546328
2L	20335000	20340000	NA	NA	NA	0.813141794168
2L	20465000	20470000	NA	NA	NA	0.598340271355
2L	20630000	20635000	0.81158167745	1.14016141895	1.50105425225	1.94902926143
2L	20780000	20785000	NA	0.773993255652	0.842015277832	1.05673397429
2L	20917500	20922500	NA	NA	1.06105705227	1.76089103868
2L	21095000	21100000	NA	0.671235035762	0.866418361068	0.607908147156
2L	21155000	21160000	NA	NA	NA	0.803867597447
2L	21225000	21230000	NA	NA	NA	0.95948186167
2L	21315000	21320000	NA	NA	NA	0.936825948273
2L	21650000	21655000	NA	NA	NA	1.18275385144
2L	21755000	21760000	NA	0.54611382325	0.928624033744	1.24626781677
2L	21900000	21905000	NA	0.531984316103	0.887018428534	1.92663286272
2L	22110000	22115000	NA	NA	NA	1.00384735156
2L	22157500	22162500	0.530888243871	0.690504758247	0.908033910922	0.738453493516
2L	22250000	22255000	NA	NA	0.629675681283	0.654649925874
2R	4580000	4585000	0.63877869856	0.841206016993	0.668184658831	0.651487165813
2R	5102500	5107500	1.00440473015	1.18218543453	1.24529336659	1.34339086271
2R	5250000	5255000	NA	NA	NA	1.05783117554
2R	5355000	5360000	NA	NA	NA	0.51713839518
2R	5420000	5425000	NA	NA	NA	0.565724676797
2R	5655000	5660000	NA	NA	NA	1.16137527324
2R	5767500	5772500	NA	NA	0.536405168165	1.24823930936
2R	5950000	5955000	0.722549373838	0.914866099432	1.0671344049	1.49419177234
2R	6145000	6150000	NA	NA	NA	1.00278908856
2R	6187500	6192500	NA	0.821110381807	1.06419024086	NA
2R	6655000	6660000	NA	0.762669143154	0.692283681529	1.81060019207
2R	6985000	6990000	NA	NA	NA	0.716701707328
2R	7300000	7305000	NA	NA	NA	0.558601571436
2R	7380000	7385000	NA	0.548278754123	0.730108406166	1.21839932866
2R	7477500	7482500	0.928824596554	1.55720716409	1.96963417249	1.07912642411
2R	7525000	7530000	NA	NA	NA	0.920221683901
2R	7690000	7695000	NA	NA	NA	0.921544753982
2R	7790000	7795000	NA	NA	0.685720303932	1.74793812809
2R	7925000	7930000	0.634670372523	1.3465446298	1.70946612075	1.84201408057
2R	8070000	8075000	0.622832366943	1.01059117283	1.35594133262	1.92744881133
2R	8150000	8155000	NA	0.549959816233	0.837390850515	1.24212213554
2R	8240000	8245000	0.877675380137	1.31593116533	1.75755122055	2.0703096593
2R	8615000	8620000	NA	NA	NA	1.82500553395
2R	8657500	8662500	NA	0.662725145882	1.3805135415	NA
2R	8730000	8735000	NA	NA	0.525577844246	0.750559879894
2R	8895000	8900000	NA	NA	0.762347318206	1.2371185029
2R	8940000	8945000	NA	NA	NA	0.54834448452
2R	9090000	9095000	NA	0.513783725291	0.887001894639	1.49945097559
2R	9192500	9197500	0.600514836332	0.853460588186	1.17711663046	1.44172552958
2R	9285000	9290000	NA	0.609194563549	1.51516080696	1.90835744663
2R	9405000	9410000	0.749145325768	1.13077627493	NA	1.70819134978
2R	9552500	9557500	NA	0.841501123057	1.39009967488	NA
2R	9580000	9585000	NA	NA	NA	2.14335034411
2R	9685000	9690000	0.560646863461	NA	0.789816829105	1.48926154971
2R	9820000	9825000	NA	0.7777180061	0.991391617332	1.25707401892
2R	9955000	9960000	NA	0.700126652587	1.0209306196	1.08219399104
2R	10070000	10075000	NA	NA	NA	1.09005687008
2R	10087500	10092500	NA	0.557051554386	0.826277831526	1.09005687008
2R	10252500	10257500	NA	NA	0.614005161493	0.640435927351
2R	10420000	10425000	0.518106641875	0.655763522395	1.23517887969	1.45997832766
2R	10530000	10535000	NA	0.786159132834	NA	NA
2R	10545000	10550000	NA	NA	0.971426333716	1.16255357149
2R	10805000	10810000	0.519893138684	1.05078248501	1.69682892831	2.12185232638
2R	10890000	10895000	NA	0.789762808294	1.3227024755	1.93389968525
2R	10975000	10980000	NA	NA	0.96118735794	NA
2R	11120000	11125000	NA	NA	NA	0.535888041133
2R	11192500	11197500	NA	0.702767693988	0.733785132742	NA
2R	11225000	11230000	NA	NA	NA	0.534361582495
2R	11275000	11280000	NA	NA	0.666711756678	0.573101174809
2R	11370000	11375000	NA	NA	NA	1.06217862758
2R	11450000	11455000	NA	0.706587256516	1.33396498048	1.92494412541
2R	11600000	11605000	NA	NA	1.08572857109	NA
2R	11627500	11632500	NA	0.858267423988	NA	1.43282627918
2R	11805000	11810000	NA	0.847709768058	1.10437511559	0.998709971412
2R	11890000	11895000	NA	NA	0.733666878308	1.69908848945
2R	11980000	11985000	NA	NA	0.505216323601	0.87056428091
2R	12025000	12030000	NA	0.644409533286	1.00518706551	1.46836141169
2R	12150000	12155000	NA	0.791246560942	1.5220562859	2.31110230154
2R	12197500	12202500	0.645338945423	0.809458648735	NA	NA
2R	12325000	12330000	NA	1.0963662075	1.7361356919	2.10777089066
2R	12442500	12447500	0.912890516771	1.59346016812	2.38247751079	2.44846943124
2R	12525000	12530000	NA	0.683381401458	0.641516020935	0.830982274783
2R	12590000	12595000	NA	0.571937012634	1.09885207325	1.48165302735
2R	12765000	12770000	NA	0.578846129388	NA	1.35441082422
2R	12870000	12875000	NA	NA	NA	1.06956364801
2R	12925000	12930000	NA	NA	0.558480590475	1.15476512547
2R	13037500	13042500	0.745721984779	1.04881065579	1.47034933206	2.17600883014
2R	13220000	13225000	NA	0.765871195306	1.37186227169	2.04498178395
2R	13435000	13440000	NA	0.514823692286	0.733203034913	0.9932531913
2R	13485000	13490000	NA	NA	NA	0.716720788174
2R	13560000	13565000	0.711435971337	1.30081301653	1.75718455121	1.92493501802
2R	13825000	13830000	NA	0.72289334758	1.21830224213	1.69859216023
2R	13955000	13960000	NA	0.847102479608	1.43664399947	2.15669559065
2R	14157500	14162500	0.742487030788	NA	NA	1.1322042951
2R	14210000	14215000	NA	NA	0.513782270264	NA
2R	14317500	14322500	NA	NA	0.678168902361	1.07572109089
2R	14425000	14430000	0.571093211825	1.05526749699	1.3699250967	1.3616842075
2R	14495000	14500000	NA	NA	NA	1.32735549838
2R	14615000	14620000	0.563444938068	1.06750918833	1.81909900688	2.35689651773
2R	14752500	14757500	0.690188329343	1.18785441007	1.85608204041	2.30515200005
2R	14855000	14860000	NA	NA	0.69803863593	1.77646202991
2R	14975000	14980000	0.545203081667	1.2183481528	2.22786178572	2.33769801111
2R	15130000	15135000	NA	NA	NA	1.60396296099
2R	15215000	15220000	NA	0.596619005429	0.967161512074	1.19421452546
2R	15315000	15320000	NA	0.86205597681	1.44130595283	1.17250965401
2R	15375000	15380000	NA	0.86205597681	1.44130595283	1.17895135283
2R	15515000	15520000	NA	NA	NA	0.59985083324
2R	15550000	15555000	NA	0.558590269221	1.32548489099	0.999417091729
2R	15677500	15682500	0.670713432508	1.19850952437	1.52669870843	1.4020791124
2R	15855000	15860000	NA	0.570452151367	0.685234999808	0.982929283983
2R	15925000	15930000	NA	0.740653174339	1.21419822161	1.86148634619
2R	16005000	16010000	NA	0.900858417922	1.51289951967	1.91268718455
2R	16105000	16110000	NA	0.764500009506	1.3844505713	1.56650732233
2R	16200000	16205000	NA	0.64468450847	1.16274827965	1.34063953757
2R	16340000	16345000	NA	NA	0.768629701449	1.36638947415
2R	16590000	16595000	NA	0.566736744645	0.855246839555	1.58768228578
2R	16775000	16780000	NA	NA	0.932465389854	1.33547544396
2R	16852500	16857500	0.558142540077	0.972875994974	1.95909345369	2.66279326473
2R	17005000	17010000	NA	0.808022099817	1.60432367956	1.71084138226
2R	17100000	17105000	0.548458567302	0.539652036945	0.604060122739	NA
2R	17400000	17405000	NA	NA	0.544953011276	0.75383102288
2R	17440000	17445000	NA	0.771381752882	0.778063239105	0.74926714203
2R	17545000	17550000	NA	NA	0.57415183849	NA
2R	17585000	17590000	NA	0.810702234535	1.10238012984	1.53336506477
2R	17680000	17685000	NA	0.803211556306	1.27072845639	1.27193187599
2R	17720000	17725000	NA	NA	NA	0.539300712892
2R	17805000	17810000	NA	0.772077788469	NA	NA
2R	17860000	17865000	NA	0.533539986199	1.13007299451	1.86461924567
2R	18145000	18150000	NA	0.87542792171	1.35330533336	1.82191313042
2R	18290000	18295000	0.545115332693	1.02870673059	1.24166033	1.76186218877
2R	18440000	18445000	NA	1.0743997285	1.60801588013	1.77865272553
2R	18537500	18542500	NA	NA	0.831802902782	0.853632385722
2R	18682500	18687500	NA	NA	0.564103956361	1.03563007289
2R	18800000	18805000	NA	0.572764867709	1.03683426678	0.977027019819
2R	18845000	18850000	NA	NA	NA	0.666922691246
2R	18970000	18975000	NA	0.525881298214	0.887411348555	0.961507231531
2R	19130000	19135000	NA	NA	1.205967125	1.71057632065
2R	19280000	19285000	NA	0.78541769326	1.4618562469	1.94305501866
2R	19430000	19435000	NA	0.793266241321	1.22545429229	1.76511316087
2R	19655000	19660000	1.52762681595	2.18060290172	1.92450234448	0.620837765179
2R	19940000	19945000	NA	NA	NA	0.524167831445
2R	20022500	20027500	NA	NA	0.761417285596	1.36433671245
2R	20117500	20122500	NA	NA	0.537932221633	1.29759604254
2R	20245000	20250000	0.757065554116	0.88686959913	1.18648267356	1.26192784474
2R	20315000	20320000	1.02952381031	1.46243662925	NA	0.505972871585
2R	20535000	20540000	NA	0.945775458522	1.19551516482	0.717179591826
2R	20600000	20605000	NA	NA	0.585730324004	NA
2R	20655000	20660000	NA	NA	NA	0.773717149122
2R	20825000	20830000	NA	0.537384730105	1.30120908903	1.47370193539
2R	20885000	20890000	NA	NA	NA	0.993340584309
2R	20975000	20980000	0.546577259207	0.788972958737	0.949932834622	1.43610292825
2R	21042500	21047500	NA	0.567972694009	0.835015359741	NA
2R	21165000	21170000	NA	0.645436606712	0.922254329993	1.19766835724
2R	21272500	21277500	0.568121408748	0.833594517043	0.747081558417	0.837741820296
2R	21355000	21360000	NA	1.0731499405	1.07599498786	0.849774540271
2R	21475000	21480000	NA	NA	1.16911217008	NA
2R	21535000	21540000	0.707365393776	1.27768886383	1.57808411315	1.73911039197
2R	21632500	21637500	NA	NA	0.602080605479	0.932833581606
2R	21705000	21710000	NA	NA	1.25860303426	1.8361001189
2R	21955000	21960000	NA	NA	0.5083791999	NA
2R	22060000	22065000	NA	0.843588866919	1.30134616477	1.50909589619
2R	22187500	22192500	NA	NA	0.591439880823	1.00180242789
2R	22310000	22315000	NA	0.681218798726	1.31877446059	1.30299925366
2R	22405000	22410000	NA	0.663104965626	1.68642327732	2.12671141209
2R	22495000	22500000	NA	NA	NA	1.32529851279
2R	22620000	22625000	NA	0.613613119911	NA	NA
2R	22690000	22695000	NA	1.23657632063	1.59755616149	1.3054182149
2R	22800000	22805000	0.735429505886	1.19479314555	1.73448903464	1.51885128878
2R	22860000	22865000	NA	NA	NA	0.70318974913
2R	22925000	22930000	NA	NA	0.903520766921	1.44273280031
2R	23065000	23070000	NA	0.761877346055	1.27615063857	1.9184688651
2R	23205000	23210000	NA	NA	0.523373535226	NA
2R	23360000	23365000	NA	0.711892647801	1.34839719766	1.61261817897
2R	23547500	23552500	NA	0.742852479916	NA	1.29880780131
2R	23645000	23650000	NA	1.33397877166	1.32570283531	NA
2R	23695000	23700000	NA	NA	NA	0.953476649495
2R	23850000	23855000	NA	0.729537823018	1.26233075087	1.63885832574
2R	23955000	23960000	NA	0.500800671227	0.754803667221	1.33513418099
2R	24035000	24040000	NA	0.532475277837	0.802051837172	1.06029736948
2R	24190000	24195000	NA	NA	NA	0.771427448439
2R	24285000	24290000	NA	NA	NA	0.771490413776
2R	24290000	24295000	NA	NA	NA	0.771490413776
2R	24305000	24310000	NA	NA	NA	0.771490413776
2R	24400000	24405000	NA	NA	0.723264215493	1.05319957
2R	24525000	24530000	NA	0.702136967981	1.20908488241	1.32026212672
2R	24590000	24595000	NA	NA	NA	0.918395692602
2R	24750000	24755000	NA	NA	0.745284659569	NA
2R	24780000	24785000	NA	NA	NA	1.33991267448
2R	24875000	24880000	NA	0.687509559323	1.11585288611	1.94406136482
2R	25000000	25005000	NA	NA	0.936842052141	NA
2R	25080000	25085000	NA	0.631587728179	1.38608649508	1.49422918496
2R	25182500	25187500	NA	NA	0.547401300178	1.44871070219
3L	175000	180000	NA	NA	NA	0.881510650656
3L	300000	305000	NA	NA	NA	1.19469025619
3L	305000	310000	NA	NA	NA	1.19469025619
3L	310000	315000	NA	NA	NA	1.19469025619
3L	342500	347500	NA	0.505568000333	0.6922997631	NA
3L	510000	515000	0.593198082636	0.744916174159	0.776880118523	NA
3L	605000	610000	NA	NA	NA	0.597780920757
3L	695000	700000	NA	NA	NA	1.04485941811
3L	832500	837500	NA	NA	0.783458667172	1.46650157149
3L	1035000	1040000	NA	NA	NA	0.573145220473
3L	1185000	1190000	NA	NA	NA	1.12560718768
3L	1340000	1345000	NA	0.654407161716	1.60573013438	2.67146720895
3L	1480000	1485000	0.552772714026	0.748859347782	1.01384522877	1.14662697284
3L	1565000	1570000	0.55257076229	1.25381391194	1.96990984917	1.51584388747
3L	1647500	1652500	0.895610590427	1.13108820608	0.912028604562	1.54712014961
3L	1740000	1745000	NA	NA	0.642192374659	0.930331096701
3L	1795000	1800000	NA	NA	0.777711089638	1.10637865241
3L	1870000	1875000	NA	NA	0.947928354612	1.43028053406
3L	1967500	1972500	0.582135947477	0.545738314497	0.810693832538	1.11675100005
3L	2210000	2215000	0.550995419111	0.647834065369	NA	NA
3L	2237500	2242500	NA	NA	0.990324044954	1.05795392947
3L	2365000	2370000	0.57055265899	0.858585227392	1.64497283675	1.97407676414
3L	2475000	2480000	NA	0.609855717104	1.03265607572	0.855274230976
3L	2585000	2590000	NA	0.543696510056	0.801312992771	1.33262503433
3L	2770000	2775000	NA	NA	NA	1.31894286254
3L	2875000	2880000	NA	0.820507432826	1.36980439573	1.40777606572
3L	3040000	3045000	NA	0.76853780985	1.29405088187	1.62873961126
3L	3150000	3155000	NA	NA	NA	0.99448240953
3L	3220000	3225000	NA	0.50983880213	0.912275052853	1.37271586376
3L	3315000	3320000	NA	0.580443877541	1.14053296754	2.03876543857
3L	3455000	3460000	NA	NA	NA	0.644549666212
3L	3600000	3605000	0.623644307478	NA	NA	1.37108313516
3L	3785000	3790000	NA	0.854921534541	1.26751720768	1.98541512715
3L	3900000	3905000	NA	NA	0.830799294627	2.19524550694
3L	4005000	4010000	NA	NA	NA	0.725133756413
3L	4107500	4112500	NA	NA	0.834883161962	1.2563229076
3L	4257500	4262500	0.514036511931	0.851378034066	1.21328381115	1.69668428458
3L	4405000	4410000	NA	NA	0.611929697457	1.11171619194
3L	4540000	4545000	NA	NA	NA	0.574318891972
3L	4625000	4630000	NA	NA	NA	0.718575428432
3L	4690000	4695000	0.570404372838	0.601232064835	0.523509070737	NA
3L	4825000	4830000	NA	NA	0.546146958827	0.963800483003
3L	5360000	5365000	NA	0.902511690037	1.137455884	1.17307140709
3L	5570000	5575000	NA	NA	0.689596363949	0.787469144214
3L	5655000	5660000	NA	NA	0.91976674705	1.40514371076
3L	5765000	5770000	NA	NA	1.64290162991	2.30757589698
3L	5800000	5805000	NA	0.537739749283	NA	NA
3L	5870000	5875000	NA	NA	NA	0.963363235323
3L	5965000	5970000	NA	NA	NA	0.548698302329
3L	6050000	6055000	NA	0.512536070592	0.667142668771	0.99941977455
3L	6170000	6175000	NA	0.731356065149	0.829917458979	0.727588853016
3L	6500000	6505000	NA	NA	1.06100818879	0.910548165447
3L	6545000	6550000	NA	NA	NA	0.587505567172
3L	6740000	6745000	0.521760292701	1.01685280523	1.33134609765	2.03206909475
3L	6970000	6975000	0.591672629294	1.27997781724	2.006922395	2.6472376662
3L	7132500	7137500	NA	NA	1.01273609701	0.927546178789
3L	7235000	7240000	NA	0.62478210987	0.842823117649	0.702834578499
3L	7330000	7335000	NA	0.89601689117	1.40672031129	1.67847815682
3L	7520000	7525000	NA	0.570197980892	1.06883171805	1.35666241068
3L	7630000	7635000	NA	NA	NA	0.605421286674
3L	7730000	7735000	0.504092886933	0.602621298245	0.860507504688	0.68199070446
3L	7895000	7900000	NA	NA	0.586337831193	NA
3L	7970000	7975000	0.576400562609	0.623940662338	NA	0.913490817061
3L	8185000	8190000	NA	0.507315980845	1.18057165983	1.14214196217
3L	8310000	8315000	0.668709733089	0.850065868705	1.54406156846	1.96433076179
3L	8430000	8435000	0.538327467159	0.691822170274	1.02658879473	1.6396048555
3L	8520000	8525000	NA	NA	NA	1.53988830429
3L	8625000	8630000	NA	NA	NA	1.56059103072
3L	8647500	8652500	NA	0.600101003653	0.872925869033	NA
3L	8715000	8720000	NA	NA	NA	0.753718397331
3L	8815000	8820000	NA	NA	NA	0.884204672099
3L	8880000	8885000	NA	NA	NA	0.902977151238
3L	8982500	8987500	NA	NA	1.05207637284	2.03972326469
3L	9042500	9047500	0.607207209324	0.897925753438	1.21816395968	1.75050777241
3L	9142500	9147500	NA	NA	0.663678791823	0.922720944036
3L	9350000	9355000	NA	0.717064392857	1.15411741523	1.50054184198
3L	9455000	9460000	NA	NA	NA	0.509970253164
3L	9470000	9475000	NA	0.584409179087	0.82452764908	1.26831102027
3L	9615000	9620000	NA	0.699184756793	1.22434727843	1.50612508307
3L	9725000	9730000	NA	NA	0.688567774692	1.31850426743
3L	9840000	9845000	NA	NA	0.962914713196	1.59612849744
